District_Name,UnitName,FIRNo,Year,Month,CrimeGroup_Name,Latitude,Longitude,VICTIM COUNT,Accused Count,Day
SUNSARI,Sunsari Police Unit,1767/2021,2021,5,Domestic Violence,26.953816,85.170187,3,5,15
BHAKTAPUR,Bhaktapur Police Unit,9783/2022,2016,12,Drug Trafficking,26.620677,85.911937,0,4,27
DHANUSHA,Dhanusha Police Unit,7892/2023,2024,4,Fraud,26.767548,82.794877,5,4,8
KATHMANDU,Kathmandu Police Unit,8263/2019,2019,11,Homicide,29.985009,83.00311,5,3,5
RUPANDEHI,Rupandehi Police Unit,2850/2016,2015,7,Smuggling,29.288653,82.682143,4,1,10
RUPANDEHI,Rupandehi Police Unit,3304/2022,2023,12,Smuggling,26.72506,83.053477,0,2,4
MORANG,Morang Police Unit,2496/2016,2019,8,Human Trafficking,28.001043,82.680164,5,2,22
LALITPUR,Lalitpur Police Unit,789/2015,2023,4,Theft,26.583283,85.564391,0,0,18
KASKI,Kaski Police Unit,1491/2022,2016,3,Smuggling,30.177971,83.924472,3,0,16
MORANG,Morang Police Unit,4313/2024,2018,3,Drug Trafficking,28.111447,85.020155,5,3,20
KATHMANDU,Kathmandu Police Unit,2714/2022,2024,3,Domestic Violence,27.488665,81.575305,2,5,23
RUPANDEHI,Rupandehi Police Unit,665/2023,2017,8,Assault,30.123588,81.967593,2,0,1
DHANUSHA,Dhanusha Police Unit,244/2023,2017,11,Homicide,27.160966,83.543427,2,4,13
RUPANDEHI,Rupandehi Police Unit,5075/2023,2021,6,Assault,26.578362,81.12903,0,0,18
LALITPUR,Lalitpur Police Unit,4890/2016,2024,6,Human Trafficking,30.147645,88.087359,0,2,5
RUPANDEHI,Rupandehi Police Unit,7204/2017,2020,11,Domestic Violence,30.315966,83.145695,5,3,25
BHAKTAPUR,Bhaktapur Police Unit,5373/2020,2018,10,Cyber Crime,27.628702,83.849647,2,1,13
KASKI,Kaski Police Unit,3970/2024,2024,1,Homicide,26.924434,83.53076,4,5,10
KASKI,Kaski Police Unit,8675/2023,2018,3,Assault,29.223883,83.677291,4,4,15
CHITWAN,Chitwan Police Unit,3369/2017,2023,3,Drug Trafficking,28.312268,83.25007,1,5,24
SUNSARI,Sunsari Police Unit,6190/2015,2024,6,Assault,28.956844,82.400318,2,5,8
MORANG,Morang Police Unit,1363/2015,2023,9,Human Trafficking,27.635251,81.427118,2,4,8
KASKI,Kaski Police Unit,6918/2017,2022,11,Homicide,29.782341,80.728544,3,3,16
MORANG,Morang Police Unit,2899/2024,2020,11,Kidnapping,30.191637,82.489143,4,0,8
CHITWAN,Chitwan Police Unit,6744/2021,2017,1,Assault,27.541441,86.595596,5,2,12
RUPANDEHI,Rupandehi Police Unit,6682/2024,2018,9,Theft,29.163976,85.801022,4,4,21
DHANUSHA,Dhanusha Police Unit,2767/2018,2015,3,Cyber Crime,29.730614,87.370394,4,0,15
KATHMANDU,Kathmandu Police Unit,5770/2019,2020,10,Drug Trafficking,28.191462,86.133585,0,0,25
DHANUSHA,Dhanusha Police Unit,2263/2016,2019,2,Kidnapping,29.00491,82.305803,5,2,4
KASKI,Kaski Police Unit,42/2018,2023,1,Smuggling,26.986166,80.276894,2,5,12
CHITWAN,Chitwan Police Unit,8793/2023,2016,5,Kidnapping,28.403903,82.678572,3,1,16
SUNSARI,Sunsari Police Unit,9381/2024,2022,4,Drug Trafficking,28.267741,80.482124,0,5,17
KASKI,Kaski Police Unit,6246/2015,2017,8,Assault,26.614043,85.612347,2,0,28
LALITPUR,Lalitpur Police Unit,4564/2022,2021,12,Theft,26.408743,83.715796,2,4,3
KASKI,Kaski Police Unit,789/2019,2017,3,Kidnapping,29.361747,87.201416,0,5,5
DHANUSHA,Dhanusha Police Unit,5532/2017,2015,2,Homicide,29.695572,84.615439,5,4,16
KASKI,Kaski Police Unit,7537/2020,2018,8,Assault,27.485485,81.51326,2,3,9
KASKI,Kaski Police Unit,3048/2020,2018,6,Cyber Crime,27.029373,82.381137,1,5,16
KATHMANDU,Kathmandu Police Unit,9802/2018,2020,8,Drug Trafficking,29.17329,83.211815,4,2,17
BANKE,Banke Police Unit,5006/2016,2019,1,Human Trafficking,28.739311,80.781386,1,0,16
KATHMANDU,Kathmandu Police Unit,1414/2023,2024,5,Assault,28.899942,81.123457,5,5,27
KATHMANDU,Kathmandu Police Unit,8729/2024,2017,2,Fraud,29.52232,82.402722,2,3,26
RUPANDEHI,Rupandehi Police Unit,39/2023,2021,7,Human Trafficking,26.662217,85.220957,1,3,3
RUPANDEHI,Rupandehi Police Unit,4916/2018,2022,12,Kidnapping,29.199811,87.959492,0,4,13
BHAKTAPUR,Bhaktapur Police Unit,5857/2023,2024,7,Homicide,27.577345,83.616071,5,3,13
BANKE,Banke Police Unit,8783/2019,2017,6,Fraud,29.280407,82.097437,2,4,2
KATHMANDU,Kathmandu Police Unit,8139/2024,2021,9,Assault,26.551317,80.754679,0,3,1
MORANG,Morang Police Unit,3638/2015,2020,5,Homicide,29.950515,86.8395,2,4,2
KATHMANDU,Kathmandu Police Unit,4404/2024,2024,8,Drug Trafficking,26.369889,87.467877,2,5,16
RUPANDEHI,Rupandehi Police Unit,1425/2018,2019,7,Domestic Violence,29.140787,87.805941,0,0,4
KASKI,Kaski Police Unit,4761/2021,2018,7,Homicide,27.660689,85.628702,3,2,25
KASKI,Kaski Police Unit,2182/2016,2021,8,Assault,30.327689,82.920033,2,4,25
DHANUSHA,Dhanusha Police Unit,9079/2023,2016,12,Domestic Violence,27.29238,80.470029,3,5,4
DHANUSHA,Dhanusha Police Unit,6465/2015,2024,11,Homicide,28.761836,85.520394,1,5,11
SUNSARI,Sunsari Police Unit,5917/2016,2019,6,Assault,30.400457,82.739867,2,2,19
SUNSARI,Sunsari Police Unit,442/2017,2024,1,Assault,29.839318,85.038334,0,1,20
RUPANDEHI,Rupandehi Police Unit,643/2019,2020,10,Fraud,29.062396,86.024013,4,3,12
SUNSARI,Sunsari Police Unit,923/2020,2022,3,Human Trafficking,30.055999,80.696278,4,4,7
DHANUSHA,Dhanusha Police Unit,5916/2020,2017,5,Smuggling,27.930728,84.815663,3,2,17
KASKI,Kaski Police Unit,7836/2022,2024,10,Cyber Crime,27.163784,81.471235,1,4,17
BHAKTAPUR,Bhaktapur Police Unit,2363/2022,2018,12,Smuggling,26.546453,84.642419,4,3,14
MORANG,Morang Police Unit,4292/2019,2017,9,Smuggling,29.817334,88.176917,4,4,11
RUPANDEHI,Rupandehi Police Unit,2227/2019,2024,10,Fraud,28.940171,87.011802,2,2,21
CHITWAN,Chitwan Police Unit,4382/2022,2021,11,Smuggling,27.845793,82.80152,2,3,15
BHAKTAPUR,Bhaktapur Police Unit,2214/2016,2024,4,Theft,28.804306,84.359635,1,0,13
LALITPUR,Lalitpur Police Unit,2466/2024,2018,3,Cyber Crime,26.601803,82.052074,5,3,25
CHITWAN,Chitwan Police Unit,3418/2018,2015,5,Drug Trafficking,27.828842,86.539255,2,2,23
RUPANDEHI,Rupandehi Police Unit,2866/2021,2020,9,Kidnapping,28.734203,82.630031,4,3,19
KASKI,Kaski Police Unit,1121/2021,2019,1,Domestic Violence,30.134025,83.141303,5,4,4
LALITPUR,Lalitpur Police Unit,5734/2024,2017,11,Human Trafficking,27.9116,85.06626,4,3,13
KATHMANDU,Kathmandu Police Unit,9499/2024,2023,3,Drug Trafficking,27.262783,86.527694,1,0,18
LALITPUR,Lalitpur Police Unit,6561/2023,2019,10,Smuggling,29.741408,83.077117,4,4,1
SUNSARI,Sunsari Police Unit,149/2024,2023,8,Smuggling,27.652287,82.872684,2,4,11
DHANUSHA,Dhanusha Police Unit,2998/2023,2016,8,Drug Trafficking,28.267855,82.870788,0,3,6
DHANUSHA,Dhanusha Police Unit,9965/2017,2018,4,Smuggling,26.891762,86.434465,3,3,21
SUNSARI,Sunsari Police Unit,4279/2021,2021,2,Domestic Violence,29.599462,84.406095,3,1,15
KATHMANDU,Kathmandu Police Unit,2804/2017,2017,10,Smuggling,27.11805,84.417229,3,5,10
KASKI,Kaski Police Unit,2630/2021,2016,12,Cyber Crime,29.759174,83.577021,2,5,14
KATHMANDU,Kathmandu Police Unit,5664/2015,2017,7,Theft,28.278331,82.078801,0,2,28
SUNSARI,Sunsari Police Unit,6852/2023,2019,5,Domestic Violence,26.986585,88.172991,5,5,13
SUNSARI,Sunsari Police Unit,4411/2024,2024,5,Cyber Crime,27.528255,85.268018,3,2,26
LALITPUR,Lalitpur Police Unit,83/2015,2020,1,Domestic Violence,28.044976,84.625903,0,0,4
MORANG,Morang Police Unit,Apr-18,2021,1,Homicide,28.142071,81.394155,1,3,12
BANKE,Banke Police Unit,8901/2020,2018,3,Smuggling,26.51262,82.193467,0,3,23
RUPANDEHI,Rupandehi Police Unit,1094/2019,2021,7,Theft,30.30779,87.401133,5,4,19
BHAKTAPUR,Bhaktapur Police Unit,324/2020,2018,6,Theft,27.862727,86.398826,1,2,17
CHITWAN,Chitwan Police Unit,1014/2019,2015,11,Homicide,28.265312,86.576582,3,4,5
CHITWAN,Chitwan Police Unit,8713/2020,2020,2,Cyber Crime,27.616128,83.28348,4,1,5
DHANUSHA,Dhanusha Police Unit,4944/2021,2018,6,Fraud,26.567623,85.681337,5,2,17
DHANUSHA,Dhanusha Police Unit,545/2020,2018,4,Kidnapping,27.078553,87.04042,2,5,12
RUPANDEHI,Rupandehi Police Unit,4665/2018,2017,1,Fraud,29.238956,82.7868,0,1,24
RUPANDEHI,Rupandehi Police Unit,5424/2020,2023,11,Drug Trafficking,29.912071,86.788425,5,0,24
KASKI,Kaski Police Unit,3774/2016,2024,7,Cyber Crime,26.486304,82.361332,3,5,26
KATHMANDU,Kathmandu Police Unit,7996/2022,2019,1,Cyber Crime,29.209677,86.004003,3,2,28
SUNSARI,Sunsari Police Unit,936/2024,2017,6,Domestic Violence,30.020842,81.304198,4,5,28
RUPANDEHI,Rupandehi Police Unit,6878/2021,2016,4,Assault,28.214782,86.065309,5,5,28
DHANUSHA,Dhanusha Police Unit,8936/2017,2021,5,Kidnapping,29.393787,85.146927,2,1,19
BHAKTAPUR,Bhaktapur Police Unit,4362/2019,2022,4,Theft,27.720166,87.303933,4,0,23
LALITPUR,Lalitpur Police Unit,6947/2020,2020,7,Domestic Violence,26.854147,82.867251,0,4,24
DHANUSHA,Dhanusha Police Unit,1109/2017,2024,10,Human Trafficking,28.355439,83.588978,3,3,8
RUPANDEHI,Rupandehi Police Unit,4975/2015,2024,5,Homicide,28.849284,81.83494,3,2,19
DHANUSHA,Dhanusha Police Unit,9943/2024,2023,2,Domestic Violence,28.736922,81.545054,1,4,1
DHANUSHA,Dhanusha Police Unit,441/2017,2021,9,Drug Trafficking,27.905755,86.781727,5,0,14
SUNSARI,Sunsari Police Unit,6046/2020,2017,3,Drug Trafficking,29.717246,86.345543,0,1,16
LALITPUR,Lalitpur Police Unit,3727/2019,2024,1,Drug Trafficking,26.642426,80.20314,2,1,21
SUNSARI,Sunsari Police Unit,565/2023,2017,5,Cyber Crime,26.840511,81.881496,5,2,22
KATHMANDU,Kathmandu Police Unit,841/2019,2016,10,Domestic Violence,27.268705,82.764891,5,2,8
RUPANDEHI,Rupandehi Police Unit,1968/2019,2021,10,Drug Trafficking,28.909216,84.642011,1,1,18
SUNSARI,Sunsari Police Unit,9359/2021,2022,5,Homicide,29.787666,81.150341,3,4,12
SUNSARI,Sunsari Police Unit,5818/2017,2015,1,Theft,28.230776,88.191849,2,0,3
SUNSARI,Sunsari Police Unit,1189/2017,2018,3,Fraud,29.897642,87.147696,3,3,8
MORANG,Morang Police Unit,7575/2018,2017,7,Fraud,30.322972,85.555344,3,3,15
KATHMANDU,Kathmandu Police Unit,5317/2019,2024,7,Drug Trafficking,30.209327,87.819221,3,0,22
MORANG,Morang Police Unit,8161/2016,2018,7,Theft,27.398743,87.242045,3,3,27
RUPANDEHI,Rupandehi Police Unit,6023/2016,2022,2,Drug Trafficking,30.148307,83.510606,2,0,22
MORANG,Morang Police Unit,2211/2024,2023,7,Assault,27.906318,87.060719,2,5,3
SUNSARI,Sunsari Police Unit,7173/2023,2021,1,Homicide,28.900825,80.525231,0,2,11
SUNSARI,Sunsari Police Unit,4319/2022,2023,6,Drug Trafficking,28.045676,88.04194,4,2,23
BHAKTAPUR,Bhaktapur Police Unit,256/2019,2018,7,Cyber Crime,29.415932,85.734366,3,1,22
CHITWAN,Chitwan Police Unit,6559/2015,2017,3,Homicide,30.161591,81.646258,0,2,24
MORANG,Morang Police Unit,6561/2021,2021,7,Assault,29.50583,80.742412,2,2,1
SUNSARI,Sunsari Police Unit,5358/2023,2019,9,Drug Trafficking,26.849911,83.755528,1,0,9
BHAKTAPUR,Bhaktapur Police Unit,1044/2023,2015,8,Drug Trafficking,29.526577,86.394871,0,3,5
DHANUSHA,Dhanusha Police Unit,1002/2021,2022,9,Kidnapping,27.28571,87.927985,0,5,16
BANKE,Banke Police Unit,6143/2024,2017,4,Drug Trafficking,27.441718,85.461335,5,5,14
RUPANDEHI,Rupandehi Police Unit,6790/2019,2020,4,Kidnapping,29.587524,80.407888,3,0,22
LALITPUR,Lalitpur Police Unit,1062/2023,2020,10,Cyber Crime,26.968391,84.314432,3,3,13
LALITPUR,Lalitpur Police Unit,7311/2015,2018,4,Domestic Violence,29.499066,82.44158,3,2,5
BANKE,Banke Police Unit,8118/2018,2022,2,Cyber Crime,29.000693,85.952579,1,3,12
KATHMANDU,Kathmandu Police Unit,7733/2022,2021,10,Drug Trafficking,27.684634,86.782189,2,0,14
KATHMANDU,Kathmandu Police Unit,4091/2017,2024,9,Drug Trafficking,28.232433,87.643262,5,4,15
BANKE,Banke Police Unit,4408/2024,2022,7,Cyber Crime,26.797261,87.333004,2,5,20
DHANUSHA,Dhanusha Police Unit,2612/2019,2020,2,Assault,27.750687,86.045558,3,0,9
BHAKTAPUR,Bhaktapur Police Unit,8325/2019,2024,7,Homicide,27.788051,80.634,3,3,2
RUPANDEHI,Rupandehi Police Unit,1892/2016,2024,4,Homicide,27.475764,80.441326,4,0,10
CHITWAN,Chitwan Police Unit,1591/2020,2017,7,Human Trafficking,28.829286,86.606894,2,0,25
MORANG,Morang Police Unit,5585/2020,2017,8,Assault,26.745513,81.388671,0,3,18
BANKE,Banke Police Unit,5084/2022,2018,7,Kidnapping,29.175213,87.184046,1,3,28
KATHMANDU,Kathmandu Police Unit,2210/2023,2020,1,Drug Trafficking,27.110576,81.13521,4,5,24
RUPANDEHI,Rupandehi Police Unit,3592/2015,2019,7,Kidnapping,30.341592,83.55415,3,5,25
DHANUSHA,Dhanusha Police Unit,3969/2024,2024,1,Fraud,28.584339,84.782384,3,1,15
DHANUSHA,Dhanusha Police Unit,2465/2021,2020,11,Homicide,27.795356,81.725565,4,4,12
MORANG,Morang Police Unit,6370/2023,2024,4,Assault,27.118181,84.98124,3,1,22
BANKE,Banke Police Unit,7763/2017,2017,2,Fraud,26.913651,86.406287,2,1,16
SUNSARI,Sunsari Police Unit,653/2021,2021,9,Homicide,29.475378,81.835603,4,0,17
RUPANDEHI,Rupandehi Police Unit,2662/2018,2015,9,Assault,27.15681,87.906813,2,5,3
KATHMANDU,Kathmandu Police Unit,2200/2018,2022,2,Human Trafficking,26.455899,84.965245,2,5,3
DHANUSHA,Dhanusha Police Unit,8611/2019,2024,2,Human Trafficking,27.338392,84.44587,1,3,4
MORANG,Morang Police Unit,3764/2019,2023,4,Assault,28.879203,81.712091,4,3,20
DHANUSHA,Dhanusha Police Unit,884/2016,2015,5,Cyber Crime,30.133064,88.073269,5,0,27
KATHMANDU,Kathmandu Police Unit,5888/2020,2022,10,Drug Trafficking,29.338859,83.786746,0,5,12
RUPANDEHI,Rupandehi Police Unit,7404/2018,2017,5,Homicide,28.469055,85.422742,0,3,12
KATHMANDU,Kathmandu Police Unit,2938/2018,2022,9,Domestic Violence,26.808252,86.175764,1,3,3
BANKE,Banke Police Unit,8449/2023,2017,7,Fraud,27.851834,82.180403,1,3,8
MORANG,Morang Police Unit,4469/2016,2019,2,Domestic Violence,27.233523,86.98198,2,4,22
MORANG,Morang Police Unit,4404/2016,2023,2,Drug Trafficking,26.8665,80.886351,3,4,20
KASKI,Kaski Police Unit,9336/2021,2020,6,Homicide,28.862205,85.269998,4,5,27
CHITWAN,Chitwan Police Unit,6756/2020,2015,6,Fraud,29.310249,86.96558,2,3,5
CHITWAN,Chitwan Police Unit,5342/2023,2015,3,Human Trafficking,28.296559,86.293199,2,3,3
LALITPUR,Lalitpur Police Unit,7736/2022,2016,3,Domestic Violence,30.194065,84.603834,4,3,14
BHAKTAPUR,Bhaktapur Police Unit,8475/2021,2022,7,Theft,26.789427,80.977127,4,0,9
MORANG,Morang Police Unit,6615/2015,2019,8,Homicide,26.598991,87.770146,1,4,7
SUNSARI,Sunsari Police Unit,9900/2016,2017,9,Fraud,29.69298,87.525926,3,4,2
CHITWAN,Chitwan Police Unit,2998/2019,2018,11,Smuggling,27.040598,83.026192,0,1,26
MORANG,Morang Police Unit,1546/2021,2017,7,Theft,29.380631,84.229296,5,1,2
BHAKTAPUR,Bhaktapur Police Unit,4256/2024,2023,4,Fraud,30.098022,84.025093,5,3,26
KATHMANDU,Kathmandu Police Unit,300/2018,2016,3,Homicide,29.83117,83.063849,2,5,11
SUNSARI,Sunsari Police Unit,110/2024,2021,12,Cyber Crime,27.497543,83.055105,4,2,20
LALITPUR,Lalitpur Police Unit,446/2020,2018,4,Assault,26.965776,86.399228,1,5,5
LALITPUR,Lalitpur Police Unit,6166/2022,2015,1,Human Trafficking,29.033359,81.249586,0,0,15
BHAKTAPUR,Bhaktapur Police Unit,1895/2024,2023,10,Drug Trafficking,29.641615,85.210826,2,0,27
RUPANDEHI,Rupandehi Police Unit,3853/2016,2016,11,Homicide,28.081866,83.327811,3,0,13
KASKI,Kaski Police Unit,798/2016,2019,1,Drug Trafficking,26.379502,87.313276,0,2,26
SUNSARI,Sunsari Police Unit,3370/2017,2023,8,Domestic Violence,28.562201,81.839335,2,0,2
BHAKTAPUR,Bhaktapur Police Unit,5785/2022,2019,4,Drug Trafficking,26.405631,83.504534,3,1,9
CHITWAN,Chitwan Police Unit,1283/2015,2020,3,Theft,28.591839,86.29716,4,2,3
LALITPUR,Lalitpur Police Unit,8397/2022,2016,5,Fraud,29.394793,85.005817,2,4,10
BHAKTAPUR,Bhaktapur Police Unit,7585/2023,2015,2,Kidnapping,27.378627,85.554559,2,1,25
SUNSARI,Sunsari Police Unit,7419/2023,2015,4,Human Trafficking,29.820879,80.08803,4,3,27
BANKE,Banke Police Unit,685/2023,2016,11,Assault,26.838036,82.46287,0,0,20
DHANUSHA,Dhanusha Police Unit,1362/2020,2024,8,Homicide,26.748275,86.455845,1,3,25
SUNSARI,Sunsari Police Unit,6930/2024,2019,4,Drug Trafficking,26.643314,80.624405,3,1,15
LALITPUR,Lalitpur Police Unit,1489/2018,2021,7,Smuggling,27.862857,81.328622,2,3,10
LALITPUR,Lalitpur Police Unit,3869/2016,2016,8,Assault,29.467168,86.696605,0,4,19
KASKI,Kaski Police Unit,5950/2022,2022,9,Assault,27.822615,84.591827,4,1,11
BANKE,Banke Police Unit,2668/2016,2018,5,Drug Trafficking,29.046711,84.487683,2,1,21
SUNSARI,Sunsari Police Unit,9136/2019,2019,6,Domestic Violence,26.541077,82.925051,3,3,17
DHANUSHA,Dhanusha Police Unit,3158/2017,2023,8,Drug Trafficking,29.183184,87.753153,5,0,4
BHAKTAPUR,Bhaktapur Police Unit,931/2023,2024,9,Assault,28.526309,80.291036,0,2,6
LALITPUR,Lalitpur Police Unit,1452/2017,2016,9,Fraud,27.85003,81.067867,0,1,23
SUNSARI,Sunsari Police Unit,5456/2017,2017,12,Kidnapping,26.768648,83.50659,3,0,4
KATHMANDU,Kathmandu Police Unit,2933/2019,2022,8,Homicide,26.475264,83.174628,0,0,27
RUPANDEHI,Rupandehi Police Unit,4382/2023,2022,11,Domestic Violence,27.628156,82.074346,5,4,13
KATHMANDU,Kathmandu Police Unit,6624/2019,2018,5,Human Trafficking,30.3362,82.255401,0,5,8
CHITWAN,Chitwan Police Unit,591/2019,2019,3,Kidnapping,27.590732,81.466121,5,1,13
KASKI,Kaski Police Unit,6678/2022,2020,10,Kidnapping,26.482307,88.047828,0,2,25
MORANG,Morang Police Unit,2705/2018,2015,11,Homicide,29.949366,88.14334,5,4,16
DHANUSHA,Dhanusha Police Unit,7155/2020,2017,3,Cyber Crime,29.700167,80.640417,1,2,22
RUPANDEHI,Rupandehi Police Unit,3284/2021,2018,6,Smuggling,27.189877,87.03424,3,3,7
SUNSARI,Sunsari Police Unit,6764/2015,2021,6,Smuggling,29.800988,81.694883,4,2,3
SUNSARI,Sunsari Police Unit,4466/2024,2024,8,Smuggling,28.988322,82.567659,0,1,17
MORANG,Morang Police Unit,3777/2017,2015,2,Human Trafficking,29.181967,81.368933,5,4,2
DHANUSHA,Dhanusha Police Unit,8490/2020,2020,6,Kidnapping,28.276063,88.116782,5,1,26
MORANG,Morang Police Unit,1639/2021,2017,11,Homicide,28.342319,85.767047,5,4,17
CHITWAN,Chitwan Police Unit,9389/2016,2018,9,Kidnapping,28.51104,83.569268,4,2,5
DHANUSHA,Dhanusha Police Unit,5106/2019,2015,5,Homicide,29.778417,80.379919,0,4,19
BANKE,Banke Police Unit,1759/2020,2024,3,Domestic Violence,26.978904,83.186873,5,2,10
KASKI,Kaski Police Unit,4414/2023,2016,7,Human Trafficking,29.916288,82.20733,0,2,18
CHITWAN,Chitwan Police Unit,5567/2023,2018,3,Domestic Violence,28.549412,80.767385,0,4,24
MORANG,Morang Police Unit,2639/2023,2019,3,Theft,28.454377,82.02854,0,4,8
BANKE,Banke Police Unit,2535/2016,2017,5,Domestic Violence,29.971119,87.569352,0,1,7
KASKI,Kaski Police Unit,543/2015,2024,10,Drug Trafficking,26.932271,83.522932,2,3,15
DHANUSHA,Dhanusha Police Unit,1439/2021,2016,5,Assault,26.776755,84.941927,4,1,15
DHANUSHA,Dhanusha Police Unit,2149/2016,2024,8,Kidnapping,28.810968,84.269958,2,2,7
KATHMANDU,Kathmandu Police Unit,9227/2018,2015,4,Kidnapping,28.445453,85.532403,5,1,22
KASKI,Kaski Police Unit,467/2015,2024,12,Drug Trafficking,27.420785,85.760439,0,4,28
KASKI,Kaski Police Unit,6536/2021,2019,10,Assault,27.43136,80.352881,1,1,18
CHITWAN,Chitwan Police Unit,32/2022,2023,10,Cyber Crime,30.305687,86.152541,3,2,6
BHAKTAPUR,Bhaktapur Police Unit,5838/2020,2016,8,Homicide,30.159533,86.50122,5,2,22
SUNSARI,Sunsari Police Unit,4029/2024,2017,4,Fraud,29.748474,87.165877,0,5,10
BANKE,Banke Police Unit,5631/2023,2022,11,Cyber Crime,27.864575,83.508916,2,4,20
BANKE,Banke Police Unit,9457/2024,2018,6,Kidnapping,28.628063,82.424315,1,0,13
KASKI,Kaski Police Unit,1621/2020,2024,8,Homicide,28.191559,80.131687,5,3,18
SUNSARI,Sunsari Police Unit,5192/2019,2020,8,Theft,30.147913,85.495427,2,5,1
KASKI,Kaski Police Unit,8112/2024,2022,1,Assault,28.60615,80.651288,5,2,19
DHANUSHA,Dhanusha Police Unit,5312/2016,2019,6,Homicide,29.1782,81.566312,0,4,15
LALITPUR,Lalitpur Police Unit,4750/2016,2021,4,Drug Trafficking,28.315629,87.827771,0,0,17
BANKE,Banke Police Unit,2824/2018,2023,6,Kidnapping,29.758458,82.037123,4,3,4
DHANUSHA,Dhanusha Police Unit,3064/2016,2022,5,Assault,26.575526,85.929874,0,5,21
RUPANDEHI,Rupandehi Police Unit,8997/2019,2015,7,Kidnapping,30.023046,83.14006,1,0,1
CHITWAN,Chitwan Police Unit,5244/2016,2024,7,Drug Trafficking,27.412753,83.724416,5,3,15
CHITWAN,Chitwan Police Unit,290/2023,2018,12,Human Trafficking,28.76118,83.836133,0,5,3
CHITWAN,Chitwan Police Unit,6069/2019,2015,8,Smuggling,27.430955,82.240931,2,1,23
BHAKTAPUR,Bhaktapur Police Unit,5105/2022,2019,7,Drug Trafficking,27.692414,88.045723,0,0,6
BHAKTAPUR,Bhaktapur Police Unit,4977/2023,2024,11,Theft,28.683957,85.138453,1,5,22
BHAKTAPUR,Bhaktapur Police Unit,8562/2024,2023,11,Cyber Crime,29.727776,85.13599,3,3,18
CHITWAN,Chitwan Police Unit,8705/2018,2017,12,Domestic Violence,27.417973,80.404067,1,4,4
MORANG,Morang Police Unit,5454/2021,2015,7,Kidnapping,29.254124,80.408137,0,3,10
DHANUSHA,Dhanusha Police Unit,8904/2023,2018,6,Fraud,28.882825,82.051975,1,4,10
RUPANDEHI,Rupandehi Police Unit,3245/2018,2020,4,Kidnapping,29.187179,83.62049,1,4,8
KASKI,Kaski Police Unit,5983/2022,2016,3,Assault,29.418173,88.116095,3,4,16
CHITWAN,Chitwan Police Unit,4483/2016,2024,10,Fraud,26.378803,83.639847,3,2,26
KATHMANDU,Kathmandu Police Unit,7835/2024,2018,8,Cyber Crime,29.056128,81.553467,5,1,20
DHANUSHA,Dhanusha Police Unit,333/2023,2018,9,Smuggling,27.670568,87.399276,0,3,20
BANKE,Banke Police Unit,662/2023,2015,12,Smuggling,28.374293,83.657859,3,4,28
CHITWAN,Chitwan Police Unit,3523/2016,2023,11,Drug Trafficking,28.728452,85.607886,4,2,1
BHAKTAPUR,Bhaktapur Police Unit,3371/2021,2020,2,Smuggling,27.585948,81.627949,2,0,19
CHITWAN,Chitwan Police Unit,1874/2020,2022,7,Homicide,29.927846,83.719703,4,5,24
BHAKTAPUR,Bhaktapur Police Unit,5586/2015,2015,5,Homicide,27.382664,86.03471,0,0,28
BANKE,Banke Police Unit,9855/2015,2022,6,Homicide,27.304066,81.443947,0,2,8
MORANG,Morang Police Unit,6269/2023,2022,3,Drug Trafficking,29.01113,81.037011,0,3,6
LALITPUR,Lalitpur Police Unit,819/2019,2016,7,Kidnapping,30.341951,87.269992,4,1,10
DHANUSHA,Dhanusha Police Unit,8081/2019,2024,5,Kidnapping,27.36897,82.535358,2,3,3
BANKE,Banke Police Unit,9737/2020,2024,3,Smuggling,27.682569,87.824875,0,4,18
SUNSARI,Sunsari Police Unit,2034/2016,2022,9,Assault,26.492668,81.518595,5,1,15
CHITWAN,Chitwan Police Unit,2903/2018,2017,11,Cyber Crime,27.107169,86.7173,0,1,6
BANKE,Banke Police Unit,3778/2015,2022,6,Theft,28.9277,86.218891,0,3,12
RUPANDEHI,Rupandehi Police Unit,4004/2019,2020,3,Domestic Violence,28.952221,85.299999,3,2,11
BHAKTAPUR,Bhaktapur Police Unit,4435/2020,2017,7,Cyber Crime,28.408627,84.759108,4,4,8
CHITWAN,Chitwan Police Unit,9290/2024,2023,4,Human Trafficking,26.754562,80.166723,4,5,15
RUPANDEHI,Rupandehi Police Unit,6867/2022,2020,8,Theft,28.194475,83.11974,4,4,28
DHANUSHA,Dhanusha Police Unit,7979/2024,2021,4,Drug Trafficking,26.570677,82.426285,0,0,9
CHITWAN,Chitwan Police Unit,5288/2016,2022,8,Kidnapping,28.140502,86.888355,4,2,24
RUPANDEHI,Rupandehi Police Unit,4473/2018,2020,5,Kidnapping,29.41539,80.308412,5,5,28
RUPANDEHI,Rupandehi Police Unit,1313/2023,2024,11,Kidnapping,29.800684,84.889434,5,1,2
LALITPUR,Lalitpur Police Unit,5070/2024,2017,11,Domestic Violence,27.938757,88.182198,2,4,13
BANKE,Banke Police Unit,499/2023,2022,11,Domestic Violence,27.527651,82.16031,4,0,7
CHITWAN,Chitwan Police Unit,3177/2017,2024,12,Kidnapping,29.402735,85.841218,1,5,28
KASKI,Kaski Police Unit,5256/2017,2019,5,Fraud,26.79321,87.279555,4,3,10
